366, 377, 371, 371, 373, 372, 368, 355, 343, 331, 323, 310, 299, 291, 281, 266
338, 377, 374, 373, 375, 370, 366, 357, 348, 335, 325, 313, 307, 296, 284, 273
344, 352, 375, 371, 375, 373, 363, 321, 345, 337, 326, 315, 312, 302, 291, 281
360, 373, 374, 373, 372, 371, 364, 348, 322, 333, 326, 315, 312, 304, 295, 281
356, 369, 370, 371, 368, 368, 361, 357, 339, 331, 324, 314, 309, 302, 293, 279
351, 362, 365, 364, 365, 359, 356, 353, 334, 322, 312, 302, 289, 288, 280, 270
348, 360, 362, 363, 366, 360, 353, 345, 329, 318, 306, 295, 287, 279, 272, 267
345, 354, 353, 355, 358, 351, 343, 334, 321, 312, 302, 290, 281, 275, 261, 255
337, 346, 344, 344, 348, 343, 334, 323, 313, 306, 295, 289, 279, 268, 261, 252
333, 338, 336, 337, 338, 335, 325, 313, 305, 296, 288, 279, 271, 263, 254, 243
326, 331, 329, 329, 329, 325, 315, 302, 295, 287, 278, 270, 263, 256, 248, 235
302, 316, 317, 319, 322, 316, 307, 294, 286, 278, 271, 261, 254, 248, 240, 228
