366, 376, 370, 371, 372, 371, 368, 355, 344, 331, 322, 310, 300, 291, 282, 267
338, 376, 374, 373, 375, 370, 365, 358, 348, 335, 325, 314, 307, 296, 284, 274
345, 352, 374, 371, 375, 374, 364, 321, 345, 337, 327, 316, 312, 302, 291, 281
360, 374, 374, 374, 372, 371, 364, 347, 322, 334, 327, 316, 312, 304, 295, 281
356, 370, 370, 372, 368, 368, 361, 357, 339, 331, 325, 314, 310, 301, 294, 278
350, 362, 364, 364, 364, 359, 356, 353, 335, 322, 312, 303, 290, 288, 281, 270
348, 359, 361, 363, 365, 360, 353, 345, 330, 318, 306, 295, 287, 279, 272, 267
344, 353, 352, 356, 359, 351, 344, 334, 321, 312, 302, 290, 282, 275, 261, 255
338, 346, 344, 344, 348, 343, 333, 323, 313, 305, 296, 288, 279, 268, 262, 252
333, 338, 336, 337, 339, 335, 325, 313, 305, 297, 288, 280, 271, 262, 254, 243
326, 331, 329, 330, 329, 324, 316, 302, 295, 288, 278, 270, 263, 256, 247, 235
302, 316, 318, 320, 322, 317, 308, 295, 287, 279, 271, 261, 255, 248, 240, 229
