367, 377, 372, 372, 374, 373, 369, 356, 345, 332, 323, 312, 301, 292, 282, 267
340, 377, 375, 374, 377, 371, 367, 359, 350, 336, 325, 314, 308, 297, 285, 274
346, 353, 376, 373, 376, 375, 365, 322, 346, 339, 328, 317, 313, 302, 292, 282
362, 375, 375, 374, 372, 372, 365, 349, 323, 335, 328, 317, 313, 305, 296, 282
358, 371, 372, 372, 369, 369, 362, 358, 341, 332, 326, 315, 311, 302, 294, 280
351, 362, 366, 365, 366, 360, 357, 354, 336, 323, 314, 304, 291, 288, 280, 270
349, 360, 363, 364, 366, 361, 354, 345, 330, 320, 307, 296, 288, 279, 273, 267
345, 354, 354, 357, 360, 352, 345, 335, 323, 313, 302, 291, 283, 276, 262, 256
339, 346, 345, 346, 349, 344, 335, 324, 314, 307, 297, 289, 280, 270, 263, 253
334, 339, 337, 338, 339, 336, 326, 315, 307, 297, 289, 280, 272, 263, 255, 244
327, 333, 330, 330, 331, 326, 317, 303, 296, 288, 279, 271, 264, 257, 248, 236
303, 317, 320, 321, 323, 317, 308, 295, 288, 279, 272, 262, 254, 250, 240, 229
