367, 376, 371, 371, 374, 372, 368, 355, 344, 332, 323, 311, 300, 292, 282, 267
339, 377, 375, 373, 376, 371, 367, 358, 349, 336, 325, 315, 307, 296, 285, 274
345, 353, 375, 372, 375, 374, 364, 321, 346, 338, 327, 316, 314, 302, 292, 282
361, 374, 375, 374, 373, 371, 364, 348, 322, 334, 327, 316, 313, 304, 296, 282
356, 371, 371, 371, 369, 369, 362, 357, 340, 331, 325, 315, 310, 302, 293, 279
351, 362, 365, 365, 366, 359, 357, 354, 335, 322, 313, 304, 290, 288, 280, 270
348, 359, 362, 363, 366, 361, 354, 346, 330, 319, 306, 295, 288, 279, 273, 267
345, 355, 352, 356, 359, 352, 344, 334, 322, 312, 302, 290, 284, 276, 261, 255
338, 346, 344, 345, 349, 344, 334, 323, 313, 306, 296, 289, 279, 269, 262, 253
333, 338, 337, 337, 338, 336, 325, 314, 305, 296, 289, 280, 271, 263, 255, 244
326, 332, 329, 330, 330, 325, 316, 303, 296, 287, 279, 270, 264, 257, 248, 235
303, 317, 318, 320, 323, 316, 307, 295, 287, 279, 272, 262, 254, 249, 240, 229
