367, 377, 372, 371, 374, 372, 370, 356, 345, 332, 323, 311, 300, 292, 282, 267
340, 378, 375, 374, 377, 371, 367, 358, 349, 336, 326, 315, 307, 297, 285, 274
346, 353, 375, 372, 376, 374, 364, 321, 346, 338, 328, 316, 314, 303, 292, 282
361, 375, 375, 374, 372, 372, 365, 348, 322, 334, 327, 316, 314, 305, 296, 282
356, 371, 371, 373, 369, 369, 362, 357, 341, 331, 326, 315, 310, 302, 294, 279
351, 363, 366, 366, 367, 360, 357, 354, 336, 322, 313, 304, 290, 288, 281, 271
349, 360, 363, 364, 366, 361, 354, 346, 330, 318, 307, 296, 288, 279, 273, 267
346, 354, 353, 357, 359, 352, 345, 335, 321, 313, 303, 290, 283, 276, 262, 255
339, 346, 344, 345, 349, 343, 334, 323, 313, 306, 296, 289, 279, 269, 263, 253
334, 340, 336, 338, 339, 336, 326, 314, 305, 297, 289, 280, 272, 263, 255, 244
326, 333, 330, 331, 331, 326, 316, 303, 296, 288, 279, 271, 264, 257, 248, 235
303, 317, 319, 320, 323, 317, 308, 295, 287, 280, 272, 262, 255, 249, 240, 229
