364, 376, 370, 370, 372, 371, 367, 354, 342, 330, 322, 310, 299, 290, 281, 267
337, 375, 373, 372, 374, 370, 366, 357, 348, 335, 324, 314, 307, 295, 284, 273
344, 351, 374, 370, 374, 373, 363, 320, 344, 337, 327, 315, 313, 301, 290, 281
359, 373, 373, 373, 371, 370, 364, 347, 322, 333, 326, 315, 312, 303, 294, 280
355, 370, 370, 371, 367, 368, 361, 356, 339, 330, 323, 313, 309, 300, 292, 278
349, 360, 365, 364, 364, 358, 355, 352, 334, 321, 312, 302, 289, 288, 280, 270
346, 359, 361, 362, 365, 359, 353, 345, 329, 318, 305, 294, 287, 278, 272, 266
344, 352, 352, 355, 358, 351, 342, 333, 320, 312, 301, 289, 282, 275, 261, 254
337, 344, 343, 344, 347, 342, 333, 322, 312, 305, 295, 287, 279, 268, 262, 252
332, 337, 335, 336, 337, 334, 324, 312, 305, 295, 288, 279, 271, 262, 253, 242
325, 331, 329, 328, 329, 324, 315, 301, 295, 286, 277, 269, 263, 256, 247, 234
301, 315, 318, 319, 322, 315, 307, 294, 287, 278, 271, 260, 254, 248, 239, 228
