366, 376, 371, 371, 373, 372, 368, 355, 343, 331, 323, 311, 300, 291, 282, 267
338, 377, 375, 374, 375, 370, 366, 358, 349, 335, 325, 314, 307, 296, 285, 274
346, 352, 374, 371, 375, 373, 362, 321, 345, 338, 326, 316, 313, 301, 291, 281
361, 374, 375, 374, 371, 372, 364, 347, 322, 334, 326, 316, 312, 304, 295, 281
356, 370, 371, 372, 368, 368, 362, 357, 339, 331, 325, 314, 310, 301, 293, 279
350, 362, 366, 365, 365, 359, 357, 353, 335, 322, 313, 303, 290, 288, 281, 270
347, 359, 361, 363, 365, 360, 353, 345, 330, 317, 306, 295, 288, 279, 272, 267
344, 353, 353, 356, 359, 352, 344, 334, 321, 312, 302, 290, 283, 276, 261, 255
339, 345, 344, 344, 348, 343, 334, 323, 313, 306, 296, 288, 280, 268, 262, 252
333, 338, 336, 337, 338, 336, 324, 314, 306, 297, 288, 280, 272, 263, 255, 243
326, 332, 329, 330, 330, 325, 316, 303, 295, 287, 278, 270, 264, 257, 248, 235
302, 316, 318, 320, 322, 316, 308, 295, 287, 279, 271, 261, 255, 249, 240, 229
