367, 377, 370, 371, 373, 372, 368, 355, 343, 331, 322, 311, 300, 291, 282, 266
339, 377, 375, 373, 376, 370, 367, 358, 349, 336, 325, 314, 307, 296, 285, 274
345, 352, 374, 372, 375, 373, 363, 322, 345, 338, 327, 316, 313, 302, 290, 281
361, 375, 375, 374, 373, 372, 365, 349, 322, 333, 327, 316, 312, 304, 296, 282
357, 370, 371, 371, 368, 368, 361, 357, 340, 331, 325, 314, 309, 301, 293, 279
351, 362, 365, 364, 366, 359, 356, 354, 335, 322, 312, 303, 289, 288, 281, 270
348, 358, 362, 363, 365, 360, 354, 345, 329, 318, 306, 295, 287, 278, 273, 267
345, 354, 353, 356, 359, 352, 344, 334, 321, 312, 301, 290, 282, 275, 261, 255
338, 346, 344, 345, 348, 343, 334, 323, 313, 306, 295, 289, 280, 269, 263, 253
333, 338, 337, 337, 338, 335, 325, 314, 305, 296, 289, 280, 272, 263, 254, 243
326, 332, 329, 329, 330, 326, 316, 303, 295, 288, 278, 270, 264, 257, 248, 235
303, 317, 318, 320, 322, 317, 308, 295, 287, 279, 272, 262, 255, 249, 239, 228
