366, 376, 370, 371, 373, 372, 367, 355, 343, 330, 322, 311, 299, 290, 281, 266
339, 376, 374, 373, 375, 370, 366, 357, 348, 335, 324, 314, 307, 295, 284, 273
344, 351, 374, 371, 374, 372, 363, 320, 345, 337, 326, 316, 312, 301, 290, 281
359, 373, 374, 373, 372, 371, 364, 347, 322, 333, 327, 316, 312, 304, 295, 281
355, 370, 370, 371, 368, 367, 360, 356, 340, 330, 324, 314, 309, 301, 292, 278
350, 361, 365, 364, 365, 359, 355, 353, 333, 321, 312, 303, 289, 288, 280, 269
347, 359, 361, 362, 364, 359, 352, 344, 329, 318, 306, 294, 287, 278, 273, 266
344, 353, 352, 355, 358, 350, 344, 334, 321, 311, 301, 289, 282, 276, 261, 255
337, 345, 342, 344, 347, 342, 333, 323, 312, 306, 295, 288, 278, 268, 262, 252
332, 338, 335, 336, 338, 335, 324, 313, 305, 295, 288, 280, 271, 263, 254, 242
325, 331, 328, 329, 329, 323, 315, 302, 295, 286, 278, 270, 263, 256, 247, 234
302, 316, 318, 320, 322, 316, 307, 294, 286, 278, 271, 261, 254, 248, 239, 229
