367, 378, 372, 372, 374, 373, 369, 357, 344, 332, 323, 312, 301, 292, 282, 267
339, 378, 375, 374, 377, 371, 367, 359, 350, 336, 326, 315, 308, 297, 286, 274
346, 352, 375, 373, 375, 375, 364, 322, 346, 338, 328, 317, 313, 303, 292, 282
361, 375, 375, 375, 373, 372, 365, 349, 323, 334, 328, 317, 314, 304, 296, 282
357, 371, 371, 373, 369, 369, 363, 357, 341, 331, 326, 316, 311, 302, 294, 279
351, 363, 366, 366, 367, 360, 358, 354, 336, 323, 313, 304, 291, 289, 281, 271
349, 360, 363, 364, 366, 361, 354, 346, 331, 319, 307, 296, 289, 280, 273, 267
346, 355, 353, 356, 360, 352, 345, 335, 322, 313, 303, 290, 283, 277, 262, 255
339, 346, 345, 345, 350, 344, 334, 324, 314, 307, 297, 289, 280, 270, 263, 253
333, 339, 337, 338, 339, 337, 326, 314, 306, 297, 289, 280, 272, 264, 255, 244
327, 333, 329, 330, 331, 326, 317, 304, 296, 288, 279, 270, 264, 257, 249, 235
303, 317, 319, 321, 323, 317, 309, 295, 288, 280, 272, 262, 255, 250, 240, 229
