367, 378, 372, 372, 374, 373, 369, 355, 345, 332, 324, 311, 300, 291, 282, 267
339, 377, 375, 374, 376, 370, 367, 358, 349, 335, 325, 315, 308, 297, 286, 274
346, 352, 375, 372, 375, 374, 364, 322, 346, 339, 328, 316, 314, 303, 291, 282
361, 375, 376, 375, 373, 373, 365, 348, 323, 334, 327, 316, 314, 304, 296, 282
357, 371, 371, 372, 369, 369, 362, 358, 340, 331, 326, 315, 310, 302, 293, 279
350, 363, 366, 366, 367, 360, 357, 354, 336, 323, 313, 303, 290, 289, 280, 271
348, 360, 362, 364, 367, 361, 354, 346, 331, 319, 307, 295, 288, 280, 273, 267
345, 354, 354, 357, 360, 352, 344, 335, 322, 313, 302, 291, 283, 276, 261, 256
339, 346, 345, 346, 349, 344, 334, 324, 313, 306, 296, 289, 280, 269, 263, 253
333, 340, 336, 338, 339, 336, 326, 314, 306, 297, 289, 281, 272, 263, 255, 244
327, 332, 329, 330, 330, 326, 316, 303, 296, 288, 279, 271, 264, 257, 248, 235
303, 316, 318, 320, 323, 317, 308, 296, 287, 279, 273, 262, 255, 249, 240, 229
