366, 377, 371, 371, 374, 372, 368, 355, 344, 331, 323, 312, 300, 291, 282, 267
338, 377, 375, 373, 376, 370, 366, 358, 349, 336, 326, 315, 307, 296, 286, 274
345, 352, 374, 372, 376, 374, 364, 321, 345, 338, 327, 316, 313, 302, 291, 282
361, 375, 375, 374, 372, 371, 365, 348, 323, 334, 327, 316, 313, 304, 296, 282
357, 370, 371, 372, 369, 369, 362, 358, 340, 331, 325, 315, 310, 302, 294, 279
350, 362, 365, 366, 365, 361, 357, 354, 335, 322, 313, 303, 290, 289, 281, 270
348, 360, 362, 363, 366, 361, 354, 345, 330, 318, 306, 295, 288, 279, 273, 267
344, 353, 353, 356, 359, 351, 344, 335, 321, 312, 302, 290, 283, 275, 262, 255
338, 346, 344, 345, 348, 344, 335, 323, 313, 306, 296, 288, 280, 269, 262, 253
333, 338, 337, 338, 339, 336, 325, 314, 306, 297, 289, 280, 272, 263, 255, 244
326, 332, 329, 331, 330, 326, 316, 303, 296, 288, 279, 271, 264, 256, 248, 235
303, 316, 319, 320, 323, 317, 308, 295, 287, 279, 272, 262, 255, 249, 240, 229
