366, 377, 371, 372, 373, 371, 368, 355, 344, 331, 322, 311, 300, 291, 281, 267
339, 377, 374, 373, 376, 370, 366, 357, 348, 335, 325, 314, 307, 296, 285, 273
346, 352, 375, 371, 375, 373, 363, 321, 345, 338, 326, 316, 313, 301, 291, 281
360, 374, 375, 374, 372, 371, 364, 347, 322, 334, 327, 316, 313, 304, 296, 281
357, 371, 370, 371, 368, 368, 362, 356, 340, 331, 325, 314, 310, 302, 293, 279
350, 362, 365, 365, 365, 359, 356, 353, 335, 322, 313, 303, 290, 288, 280, 270
347, 359, 361, 363, 365, 360, 353, 345, 330, 318, 306, 295, 288, 280, 273, 267
344, 354, 352, 355, 359, 352, 344, 334, 321, 313, 302, 290, 283, 275, 261, 255
339, 346, 344, 344, 349, 343, 333, 323, 312, 306, 296, 288, 279, 269, 262, 252
333, 338, 336, 337, 338, 335, 325, 314, 305, 296, 288, 280, 271, 262, 254, 243
326, 332, 329, 330, 330, 325, 315, 302, 296, 287, 278, 270, 263, 256, 248, 235
302, 316, 318, 320, 322, 316, 307, 295, 287, 279, 272, 262, 254, 249, 240, 228
