365, 376, 370, 371, 372, 372, 368, 355, 344, 331, 322, 310, 299, 290, 281, 267
338, 376, 374, 372, 375, 371, 366, 357, 349, 335, 324, 314, 306, 296, 284, 273
344, 352, 374, 370, 375, 373, 364, 321, 345, 337, 326, 315, 312, 302, 291, 281
360, 374, 374, 373, 372, 370, 364, 347, 322, 333, 326, 315, 312, 304, 295, 281
356, 370, 370, 371, 368, 368, 361, 357, 340, 331, 325, 314, 310, 301, 293, 278
350, 361, 366, 364, 365, 359, 356, 353, 335, 322, 313, 303, 290, 288, 280, 270
348, 358, 361, 363, 365, 360, 353, 344, 329, 317, 306, 295, 287, 279, 272, 267
344, 353, 352, 356, 358, 351, 343, 334, 321, 312, 301, 290, 282, 275, 261, 255
337, 345, 343, 344, 348, 343, 333, 323, 312, 305, 295, 287, 279, 268, 262, 252
333, 337, 336, 337, 338, 335, 324, 314, 305, 295, 288, 279, 271, 263, 254, 243
326, 331, 329, 329, 330, 324, 316, 302, 295, 287, 277, 270, 264, 256, 247, 235
303, 316, 318, 320, 322, 316, 307, 294, 286, 279, 271, 261, 255, 248, 239, 229
