366, 377, 371, 371, 373, 372, 368, 354, 344, 331, 322, 311, 299, 291, 282, 267
338, 377, 374, 372, 375, 370, 366, 358, 349, 334, 325, 315, 306, 296, 285, 274
345, 353, 374, 371, 375, 374, 363, 321, 346, 338, 327, 316, 313, 302, 291, 281
360, 374, 374, 374, 372, 371, 364, 348, 322, 334, 327, 315, 313, 304, 296, 281
356, 370, 371, 371, 368, 368, 362, 357, 340, 331, 325, 314, 310, 301, 293, 279
350, 361, 365, 364, 366, 359, 356, 353, 335, 321, 312, 302, 289, 289, 281, 270
348, 359, 362, 363, 365, 360, 354, 345, 330, 318, 306, 295, 287, 279, 273, 267
345, 354, 353, 356, 359, 352, 344, 334, 321, 312, 302, 289, 283, 275, 261, 255
339, 346, 344, 345, 348, 343, 334, 322, 312, 306, 296, 288, 278, 269, 262, 252
333, 337, 336, 337, 339, 335, 325, 313, 305, 296, 288, 280, 271, 263, 254, 243
326, 331, 328, 330, 330, 324, 315, 302, 296, 288, 278, 270, 264, 257, 248, 235
302, 316, 318, 319, 322, 316, 308, 294, 287, 279, 271, 262, 255, 249, 240, 229
