367, 376, 372, 371, 375, 373, 368, 356, 345, 332, 323, 312, 300, 291, 282, 267
339, 378, 376, 374, 376, 371, 367, 358, 350, 337, 326, 314, 307, 297, 285, 274
345, 353, 375, 372, 375, 374, 364, 322, 345, 338, 327, 317, 314, 302, 292, 282
362, 374, 375, 374, 373, 372, 365, 348, 322, 334, 328, 316, 313, 305, 296, 282
357, 371, 371, 373, 369, 369, 362, 358, 340, 332, 326, 315, 311, 302, 293, 279
351, 363, 366, 365, 366, 360, 357, 354, 335, 323, 313, 304, 291, 289, 281, 270
349, 360, 362, 363, 367, 361, 354, 345, 331, 319, 307, 296, 288, 279, 273, 267
344, 354, 353, 356, 359, 353, 345, 335, 322, 312, 302, 290, 283, 276, 262, 255
339, 346, 345, 344, 349, 344, 334, 324, 313, 306, 296, 288, 280, 269, 263, 253
333, 339, 337, 338, 339, 336, 326, 314, 306, 297, 289, 280, 271, 263, 255, 243
326, 333, 330, 330, 331, 326, 317, 303, 296, 288, 278, 270, 264, 257, 248, 236
303, 317, 318, 321, 323, 318, 308, 295, 287, 279, 272, 262, 255, 249, 240, 229
