367, 376, 372, 371, 374, 372, 369, 355, 344, 332, 323, 311, 300, 291, 282, 267
339, 377, 375, 373, 375, 371, 367, 358, 349, 336, 325, 314, 307, 296, 285, 274
345, 352, 375, 371, 375, 373, 364, 322, 346, 338, 327, 316, 313, 302, 291, 282
360, 374, 375, 374, 373, 372, 365, 348, 322, 333, 327, 316, 313, 304, 295, 281
357, 371, 371, 372, 368, 368, 361, 358, 340, 331, 325, 314, 310, 301, 293, 279
351, 362, 366, 365, 366, 359, 357, 354, 335, 323, 312, 303, 290, 288, 281, 270
348, 359, 362, 363, 366, 361, 353, 345, 331, 319, 306, 295, 288, 279, 273, 267
345, 353, 353, 356, 359, 352, 344, 335, 321, 312, 302, 290, 283, 276, 262, 255
338, 346, 344, 345, 349, 344, 334, 323, 313, 306, 296, 288, 279, 269, 262, 253
334, 339, 337, 337, 338, 335, 324, 314, 305, 296, 288, 279, 272, 263, 255, 243
326, 332, 329, 330, 330, 325, 315, 303, 296, 288, 279, 270, 264, 257, 248, 235
302, 316, 318, 320, 323, 317, 307, 295, 287, 279, 272, 262, 255, 249, 240, 229
