366, 377, 372, 372, 374, 372, 369, 355, 344, 331, 323, 311, 300, 291, 282, 267
339, 377, 375, 374, 376, 371, 367, 357, 349, 335, 325, 315, 307, 296, 285, 274
345, 352, 374, 372, 376, 373, 364, 321, 346, 338, 328, 316, 313, 302, 291, 282
360, 375, 375, 374, 372, 372, 365, 348, 322, 334, 327, 316, 313, 304, 296, 282
356, 370, 371, 372, 369, 368, 362, 358, 340, 331, 325, 315, 310, 302, 293, 279
351, 362, 366, 365, 365, 360, 357, 354, 335, 322, 313, 304, 290, 289, 281, 270
348, 360, 362, 364, 366, 361, 353, 346, 330, 318, 306, 295, 287, 279, 273, 267
345, 354, 353, 356, 359, 353, 344, 334, 321, 313, 302, 290, 283, 276, 261, 255
338, 347, 344, 345, 348, 343, 334, 324, 313, 306, 297, 289, 280, 269, 263, 253
334, 338, 337, 337, 339, 336, 325, 314, 305, 296, 289, 281, 272, 263, 255, 243
327, 332, 330, 330, 330, 325, 316, 303, 296, 288, 278, 270, 264, 257, 248, 235
303, 317, 318, 320, 323, 317, 308, 295, 287, 279, 271, 262, 254, 249, 241, 229
