366, 376, 371, 371, 373, 372, 368, 355, 343, 330, 322, 310, 299, 291, 281, 266
339, 376, 374, 372, 375, 370, 367, 358, 349, 336, 325, 314, 307, 295, 284, 273
345, 351, 374, 371, 375, 373, 363, 321, 345, 338, 327, 315, 312, 302, 291, 281
360, 374, 374, 374, 372, 371, 365, 348, 322, 334, 326, 315, 313, 304, 295, 281
356, 370, 370, 371, 368, 368, 362, 356, 339, 330, 325, 314, 310, 301, 293, 279
350, 362, 365, 365, 364, 359, 357, 353, 334, 322, 312, 303, 289, 288, 280, 270
348, 359, 362, 363, 365, 360, 353, 344, 329, 318, 306, 294, 288, 278, 272, 267
344, 353, 352, 356, 359, 351, 344, 334, 321, 312, 301, 289, 283, 276, 261, 255
338, 345, 344, 344, 348, 344, 333, 323, 312, 306, 296, 288, 279, 268, 262, 252
332, 338, 336, 337, 338, 335, 324, 313, 305, 296, 288, 280, 271, 263, 254, 243
326, 332, 329, 330, 330, 325, 316, 303, 295, 288, 278, 270, 264, 257, 247, 235
302, 316, 318, 320, 322, 317, 308, 294, 286, 279, 271, 261, 254, 249, 240, 229
