366, 376, 371, 371, 373, 371, 368, 356, 344, 331, 323, 311, 300, 291, 281, 266
339, 377, 374, 373, 375, 371, 366, 357, 349, 336, 325, 315, 307, 296, 284, 274
345, 352, 375, 371, 375, 373, 363, 321, 345, 338, 327, 316, 313, 302, 291, 281
360, 373, 375, 374, 372, 371, 365, 348, 321, 333, 327, 316, 312, 304, 295, 281
356, 370, 370, 371, 368, 368, 362, 357, 340, 330, 325, 314, 309, 302, 293, 278
350, 362, 365, 364, 365, 360, 356, 354, 334, 321, 313, 303, 290, 288, 281, 270
348, 360, 362, 363, 366, 360, 353, 345, 330, 317, 305, 295, 288, 279, 271, 267
344, 353, 353, 356, 358, 352, 344, 334, 321, 313, 302, 290, 282, 275, 261, 255
338, 346, 344, 345, 349, 343, 333, 323, 313, 306, 296, 289, 279, 269, 262, 252
333, 337, 336, 337, 339, 336, 324, 313, 305, 296, 288, 280, 271, 263, 254, 243
326, 332, 329, 329, 329, 325, 315, 302, 295, 287, 278, 270, 264, 256, 247, 234
303, 316, 318, 320, 323, 317, 307, 294, 287, 279, 271, 261, 254, 249, 240, 228
