367, 377, 371, 372, 373, 372, 368, 355, 344, 331, 322, 311, 300, 291, 282, 267
339, 377, 375, 373, 376, 370, 366, 358, 350, 335, 325, 314, 307, 296, 285, 274
346, 352, 374, 372, 375, 374, 364, 321, 345, 338, 327, 316, 313, 302, 292, 281
360, 375, 375, 374, 373, 371, 365, 348, 322, 334, 327, 316, 313, 305, 296, 282
356, 371, 371, 371, 368, 369, 362, 358, 341, 331, 325, 315, 310, 302, 294, 279
350, 362, 366, 366, 366, 360, 357, 353, 335, 322, 313, 303, 291, 288, 281, 270
349, 360, 362, 364, 366, 361, 354, 344, 331, 318, 307, 295, 287, 279, 273, 268
345, 354, 353, 356, 359, 352, 344, 335, 322, 312, 301, 290, 283, 276, 261, 255
338, 346, 344, 345, 349, 343, 334, 323, 313, 306, 295, 289, 279, 269, 263, 253
333, 339, 336, 337, 338, 336, 325, 314, 305, 296, 289, 280, 272, 263, 254, 243
327, 332, 329, 330, 330, 325, 316, 303, 296, 288, 278, 270, 264, 257, 247, 235
303, 317, 318, 320, 322, 317, 308, 295, 287, 279, 271, 262, 255, 249, 240, 229
